"Ardnacrusha, Limerick Division",51,55,83,90,129,97,100,103,120,108,91,89,88,46,35
"Castleconnell, Limerick Division",96,57,91,87,111,95,95,92,86,126,114,96,81,60,87
"Henry Street, Limerick Division",1748,1429,1908,2046,1703,1533,1512,1555,1522,1522,1372,1616,1528,1061,1497
"Mayorstone Park, Limerick Division",516,631,690,690,658,688,591,545,498,495,453,546,492,393,313
"Abbeyfeale, Limerick Division",20,15,28,48,43,43,105,46,64,52,49,67,49,46,36
"Adare, Limerick Division",22,11,17,22,13,24,36,17,30,37,45,44,12,14,14
"Askeaton, Limerick Division",15,21,21,24,8,12,30,19,23,58,37,36,38,30,21
"Athea, Limerick Division",5,4,2,4,5,8,9,8,8,3,5,13,11,3,4
"Ballingarry, Limerick Division",9,13,9,7,19,14,25,24,34,26,21,21,15,21,18
"Croom, Limerick Division",31,24,22,23,21,23,53,56,36,41,31,43,40,29,24
"Drumcollogher, Limerick Division",13,10,15,11,17,16,16,20,26,27,21,9,27,14,18
"Foynes, Limerick Division",15,13,11,12,21,19,23,39,19,20,36,33,43,17,18
"Glin, Limerick Division",3,2,8,2,10,20,22,14,8,10,17,11,9,9,8
"Newcastle West, Limerick Division",94,104,105,147,149,158,160,173,162,123,136,131,100,93,76
"Pallaskenry, Limerick Division",24,14,12,20,14,19,41,23,28,43,59,42,36,24,11
"Rathkeale, Limerick Division",21,23,17,71,35,53,83,85,52,65,38,17,32,34,30
"Ballyneety, Limerick Division",26,33,39,54,34,24,45,37,40,42,44,46,27,17,23
"Caherconlish, Limerick Division",17,19,22,32,29,31,35,46,72,59,50,41,23,29,31
"Patrickswell, Limerick Division",22,24,36,66,39,50,37,91,80,74,70,44,45,37,30
"Roxboro Road, Limerick Division",1018,771,1095,1250,1030,1013,1050,1012,1005,904,943,958,1083,651,719
"Banagher, Offaly Division",16,16,21,21,27,23,27,23,35,22,19,19,11,18,15
"Birr,  Offaly Division",109,97,108,131,99,109,127,109,82,127,117,119,105,79,83
"Cloghan, Co. Offaly, Offaly Division",12,18,17,14,14,20,14,17,21,16,14,4,10,4,14
"Ferbane, Offaly Division",34,20,31,21,25,28,21,40,27,25,31,19,33,16,17
"Kilcormac, Offaly Division",22,13,18,13,10,15,15,20,16,11,24,26,13,16,14
"Kinnitty, Offaly Division",5,8,7,13,11,14,11,10,8,17,16,7,13,11,5
"Shinrone, Offaly Division",11,12,8,14,10,5,8,15,7,7,11,8,15,6,6
"Abbeyleix, Laois Division",41,46,69,46,73,74,129,80,76,56,55,68,53,36,19
"Arles, Laois Division",19,15,15,21,29,28,31,34,32,32,25,31,27,21,24
"Ballylinan, Laois Division",13,25,23,30,32,24,28,34,47,22,30,20,20,17,15
"Borris-In-Ossory, Laois Division",13,13,9,25,12,29,20,15,14,11,15,24,16,7,10
"Clonaslee, Laois Division",5,5,8,5,9,1,12,15,11,15,15,11,7,4,4
"Durrow, Laois Division",18,33,32,24,18,15,29,16,12,15,19,21,24,9,7
"Mountmellick, Laois Division",41,39,40,41,42,82,64,75,68,94,110,80,138,62,72
"Mountrath, Laois Division",45,31,25,28,41,44,45,43,43,40,99,57,49,36,40
"Portarlington, Laois Division",67,82,91,128,129,135,147,167,133,116,146,164,196,100,95
"Portlaoise, Laois Division",487,398,351,376,347,522,495,527,465,481,659,631,690,654,580
"Rathdowney, Laois Division",22,15,26,27,21,24,26,22,31,17,23,32,30,15,11
"Stradbally Co Laois, Laois Division",20,16,25,25,40,39,59,62,76,77,73,80,75,78,62
"Clara, Offaly Division",57,31,44,35,54,27,47,50,28,34,56,28,107,24,16
"Clonbologue, Offaly Division",8,10,5,12,12,16,9,10,15,16,16,6,13,7,10
"Daingean, Offaly Division",18,26,13,21,33,18,21,20,24,14,25,32,21,8,7
"Edenderry, Offaly Division",70,82,86,111,77,81,119,102,102,62,88,123,87,82,99
"Rhode, Offaly Division",20,13,26,23,28,14,18,16,16,26,11,16,12,3,14
"Tullamore, Offaly Division",342,327,373,349,330,334,318,315,312,313,410,418,357,256,328
"Ashbourne, Meath Division",205,202,202,292,310,346,413,399,465,341,353,317,312,239,343
"Duleek, Meath Division",37,53,62,61,92,97,111,125,123,105,72,82,67,43,58
"Dunboyne, Meath Division",116,117,122,177,175,170,198,185,188,229,228,220,175,151,185
"Dunshaughlin, Meath Division",73,76,125,86,123,105,135,124,149,109,99,107,85,73,81
"Laytown, Meath Division",98,116,156,189,175,189,355,424,387,331,313,372,284,184,277
"Baile AÅtha Bui, Meath Division",32,33,34,60,70,70,80,52,70,42,39,47,51,26,46
"Kells Ceanannus Mor, Meath Division",99,105,139,132,119,166,203,168,133,142,124,162,121,97,97
"Oldcastle, Meath Division",42,32,36,35,42,35,45,56,48,34,19,47,24,25,23
"Navan, Meath Division",353,488,442,538,567,500,531,500,490,519,675,761,634,507,727
"Nobber, Meath Division",12,15,14,24,22,47,50,50,52,41,35,30,34,24,31
"Slane, Meath Division",27,58,41,66,68,75,71,74,44,52,57,33,50,43,82
"Ballivor, Meath Division",19,29,24,30,35,22,33,35,24,22,29,14,22,7,17
"Enfield, Meath Division",47,73,119,110,92,75,38,59,50,45,46,25,27,36,46
"Longwood, Meath Division",1,3,15,13,21,27,52,34,38,38,32,21,33,23,20
"Summerhill, Meath Division",25,25,37,32,46,51,40,35,35,26,18,30,18,7,24
"Trim, Meath Division",98,135,176,169,159,209,181,154,176,122,108,173,117,139,151
"Glasson, Westmeath Division",30,18,25,18,17,20,23,21,27,19,22,17,14,11,18
"Baltinglass, Wicklow Division",77,86,77,57,73,94,109,75,73,72,53,68,51,27,34
"Blessington, Wicklow Division",94,123,147,123,149,184,207,170,180,178,198,148,133,172,135
"Carnew, Wicklow Division",27,18,22,27,34,28,23,17,27,23,32,14,19,15,21
"Dunlavin, Wicklow Division",28,46,26,27,23,19,32,29,32,22,13,21,7,3,11
"Shillelagh, Wicklow Division",19,12,19,28,16,25,16,18,29,29,13,16,18,9,7
"Tinahely, Wicklow Division",12,11,21,19,22,25,23,9,19,22,10,12,9,14,15
"Bray, Wicklow Division",528,529,637,620,589,617,764,820,779,771,718,731,677,572,539
"Enniskerry, Wicklow Division",82,67,75,73,70,77,91,96,76,75,88,75,56,53,72
"Greystones, Wicklow Division",246,259,275,286,305,278,300,332,286,293,256,371,379,276,306
"Newtownmountkennedy, Wicklow Division",55,41,46,47,62,58,47,54,53,74,59,84,41,42,49
"Arklow, Wicklow Division",216,216,170,256,206,250,304,271,292,253,230,187,244,253,231
"Ashford, Wicklow Division",93,71,55,126,62,78,48,50,57,46,56,60,95,56,71
"Aughrim, Wicklow Division",21,20,16,22,30,24,18,17,26,12,12,8,15,6,9
"Avoca, Wicklow Division",16,16,9,22,21,17,19,23,20,19,15,23,12,7,11
"Rathdrum, Wicklow Division",86,68,73,72,72,75,79,72,84,71,104,81,94,48,81
"Roundwood, Wicklow Division",39,87,64,48,32,63,64,115,87,67,116,89,68,65,66
"Wicklow, Wicklow Division",249,206,227,281,240,257,201,216,226,189,192,253,173,129,151
"Athlone, Westmeath Division",585,428,475,617,495,461,467,491,471,495,479,471,451,390,438
"Ballymore, Westmeath Division",5,8,11,2,4,10,19,9,9,20,10,11,4,6,8
"Kilbeggan, Westmeath Division",35,46,36,40,41,44,47,49,49,36,61,45,37,27,27
"Moate, Westmeath Division",29,39,63,48,55,26,28,30,38,35,28,20,27,14,19
"Ballynacargy, Westmeath Division",7,12,15,27,25,18,15,20,25,15,8,7,5,3,11
"Castlepollard, Westmeath Division",23,43,36,39,55,45,49,43,41,35,42,28,25,25,17
"Delvin, Westmeath Division",19,16,35,31,48,39,23,29,39,37,28,24,31,30,29
"Killucan, Westmeath Division",15,17,36,28,45,30,34,29,25,17,10,12,8,17,6
"Kinnegad, Westmeath Division",58,88,92,76,74,62,37,36,39,41,51,48,49,31,25
"Mullingar, Westmeath Division",436,445,436,481,548,430,432,483,432,458,498,456,436,403,442
"Multyfarnham, Westmeath Division",12,22,21,23,28,15,30,29,22,9,15,23,12,18,12
"Rochfortbridge, Westmeath Division",26,29,41,34,40,28,18,22,20,33,19,24,26,20,35
"Athy, Kildare Division",201,178,141,128,145,224,261,205,271,163,183,201,153,149,180
"Castledermot, Kildare Division",37,43,34,39,45,48,58,39,46,36,43,39,37,23,25
"Kildare, Kildare Division",128,128,130,134,139,196,192,173,175,180,113,165,172,134,172
"Monasterevin, Kildare Division",60,38,46,47,67,104,74,77,79,112,141,106,98,76,61
"Newbridge, Kildare Division",249,278,289,343,394,473,398,307,355,372,298,373,385,351,415
"Rathangan, Kildare Division",30,36,25,44,73,35,42,64,78,63,53,65,44,29,42
"Carbury, Kildare Division",24,19,23,26,48,34,58,52,83,117,92,97,89,50,41
"Celbridge, Kildare Division",223,182,263,234,276,296,239,287,319,341,476,349,252,265,319
"Kilcock, Kildare Division",53,78,81,123,121,121,183,150,157,135,107,122,105,118,113
"Leixlip, Kildare Division",235,184,160,138,147,117,201,154,224,185,225,190,156,152,159
"Maynooth, Kildare Division",274,263,257,299,299,230,256,297,360,375,364,336,312,288,254
"Clane, Kildare Division",85,132,117,178,175,179,138,153,160,190,133,151,168,125,148
"Kilcullen, Kildare Division",74,70,64,71,253,115,108,85,51,65,54,81,63,49,67
"Naas, Kildare Division",625,584,684,729,831,762,676,593,669,551,740,635,569,486,613
"Robertstown, Kildare Division",33,31,30,43,46,64,79,98,71,58,55,58,34,29,36
"Ardfinnan, Tipperary Division",7,5,10,7,6,10,8,4,7,20,11,11,7,8,11
"Ballyporeen, Tipperary Division",4,7,7,2,2,2,2,2,6,6,7,6,6,2,3
"Cahir, Tipperary Division",70,62,57,77,47,75,49,48,35,63,71,36,42,54,43
"Cashel, Tipperary Division",38,91,44,50,66,52,38,54,66,75,99,87,87,77,80
"Clogheen, Co. Tipperary, Tipperary Division",15,9,7,5,9,8,8,7,8,12,13,16,7,8,4
"Carrick-On-Suir, Tipperary Division",49,47,59,96,95,91,85,107,104,76,102,80,83,68,74
"Carrig na Bhfear, Cork City Division",21,10,25,28,20,24,18,15,26,22,25,19,3,7,10
"Clonmel, Tipperary Division",211,249,254,281,291,320,200,321,268,342,332,319,325,349,330
"Fethard, Tipperary Division",22,18,27,19,12,14,45,22,20,23,43,15,19,18,19
"Kilsheelan, Tipperary Division",5,2,8,6,6,7,8,8,9,13,10,6,6,3,2
"Mullinahone, Tipperary Division",4,7,10,4,5,2,10,8,15,5,12,14,10,7,10
"Ballingarry North, Tipperary Division",1,1,0,2,2,2,3,1,4,2,2,5,3,5,1
"Borrisokane, Tipperary Division",14,14,15,21,16,25,25,15,13,12,18,18,14,8,5
"Cloughjordan, Tipperary Division",8,7,4,2,11,8,8,3,5,5,1,8,9,4,6
"Dolla, Tipperary Division",1,5,5,4,3,4,5,6,7,1,2,11,12,5,8
"Lorrha, Tipperary Division",11,5,10,9,3,11,6,9,9,4,4,6,5,7,4
"Nenagh, Tipperary Division",129,131,119,140,164,148,178,180,148,148,161,172,179,140,114
"Newport, Co Tipperary, Tipperary Division",26,38,33,38,36,59,67,61,41,38,38,44,61,30,51
"Portroe, Tipperary Division",9,4,7,3,4,8,22,6,5,15,7,8,14,8,4
"Toomevara, Tipperary Division",11,12,5,10,13,10,14,38,12,5,7,9,9,5,4
"Borrisoleigh, Tipperary Division",8,8,13,13,11,16,14,5,11,19,20,16,11,2,15
"Moneygall, Tipperary Division",5,4,4,5,8,5,5,14,3,2,3,8,10,5,9
"Moyne, Tipperary Division",4,4,10,11,9,12,2,9,7,9,7,6,4,6,2
"Roscrea, Tipperary Division",105,110,72,60,58,50,93,94,63,42,43,63,58,58,69
"Shevry, Tipperary Division",6,4,2,3,2,3,4,2,3,5,1,2,0,5,2
"Templederry, Tipperary Division",2,0,1,5,3,0,0,3,3,0,2,0,0,0,2
"Templemore, Tipperary Division",56,47,51,50,59,42,26,27,51,35,42,51,44,23,21
"Templetuohy, Tipperary Division",10,5,4,6,6,6,5,3,4,6,8,6,5,2,0
"Ballingarry South, Tipperary Division",8,12,5,9,13,12,12,29,11,7,5,10,6,7,9
"Holycross, Tipperary Division",7,3,7,4,12,14,5,13,24,9,13,7,7,5,7
"Killenaule, Tipperary Division",22,28,35,17,37,16,37,50,39,35,26,29,17,15,24
"Littleton, Tipperary Division",16,8,19,24,32,24,21,31,16,11,20,24,27,11,8
"Thurles, Tipperary Division",203,189,157,212,205,179,220,197,157,133,128,132,139,150,127
"Bansha, Tipperary Division",8,7,7,9,6,6,8,16,8,12,14,14,7,8,4
"Cappawhite, Tipperary Division",25,21,20,22,22,28,20,29,32,30,31,22,13,27,13
"Emly, Tipperary Division",4,4,4,1,2,2,7,8,4,9,8,5,5,6,6
"Golden, Tipperary Division",10,4,4,7,5,0,6,8,10,13,17,14,6,7,4
"Tipperary, Tipperary Division",96,104,86,102,129,123,112,129,133,138,133,150,117,161,94
"Blackwater, Wexford Division",9,17,14,33,35,46,58,46,41,29,70,37,41,41,24
"Clonroche, Wexford Division",30,25,20,11,27,26,18,29,31,45,33,22,25,13,11
"Enniscorthy, Wexford Division",178,155,160,200,239,207,280,235,266,251,272,247,232,187,165
"Ferns, Wexford Division",17,16,33,22,24,44,57,40,58,43,34,34,30,23,22
"Oulart, Wexford Division",14,9,11,11,13,22,23,21,45,21,24,26,20,13,9
"Oylegate, Wexford Division",5,4,8,15,7,15,20,28,25,16,11,26,16,12,5
"Bunclody, Wexford Division",37,49,60,74,77,62,50,57,76,80,84,55,62,50,38
"Courtown Harbour, Wexford Division",34,53,43,70,62,99,88,65,63,92,84,88,120,71,68
"Gorey, Wexford Division",146,140,202,177,186,224,206,182,208,210,214,232,222,246,247
"Ballycullane, Wexford Division",14,7,11,9,5,9,22,13,30,23,15,4,10,4,6
"Campile, Wexford Division",14,17,8,4,3,10,13,9,19,20,12,10,7,7,6
"Carrickbyrne, Wexford Division",10,21,19,26,16,11,29,36,50,58,21,11,26,18,13
"Carrick-on-Bannow, Wexford Division",19,27,10,18,17,16,24,23,32,21,16,12,16,18,10
"Duncannon, Wexford Division",21,29,17,26,23,30,37,34,67,56,31,18,21,11,12
"New Ross, Wexford Division",116,136,124,140,156,181,140,115,170,188,145,134,112,97,137
"Castlebridge, Wexford Division",11,5,8,26,14,22,42,78,65,62,52,54,56,25,21
"Glynn, Wexford Division",6,7,2,3,2,9,14,8,19,11,9,11,5,2,10
"Kilmore Quay, Wexford Division",11,23,22,13,24,25,43,41,57,43,26,32,35,16,16
"Rosslare Harbour, Wexford Division",38,37,54,37,26,35,40,26,39,38,31,23,32,28,36
"Rosslare Strand, Wexford Division",33,16,15,23,18,21,30,37,42,41,42,37,30,24,13
"Taghmon, Wexford Division",13,24,10,15,28,23,48,51,51,32,30,18,21,24,9
"Wexford, Wexford Division",493,433,485,410,368,402,470,396,468,543,470,501,506,449,469
"Ballon, Carlow Division",14,15,19,22,18,24,20,32,30,18,25,11,14,8,13
"Borris, Carlow Division",13,10,14,10,25,29,24,16,21,19,19,20,15,5,5
"Carlow, Carlow Division",453,486,606,688,582,638,862,716,616,583,603,532,471,420,492
"Hacketstown, Carlow Division",9,16,11,23,14,18,21,10,15,6,8,5,3,5,13
"Muine Bheag, Carlow Division",34,55,30,79,112,109,93,93,122,67,68,49,40,38,46
"Myshall, Carlow Division",0,5,4,3,4,15,16,7,16,18,14,20,5,7,7
"Rathvilly, Carlow Division",15,11,7,15,16,12,9,9,2,10,6,8,4,1,3
"Tullow, Carlow Division",66,70,54,103,65,77,82,62,69,78,61,56,68,38,49
"Callan, Kilkenny Division",15,32,36,54,40,34,25,50,31,32,34,37,55,32,30
"Castlecomer, Kilkenny Division",24,37,42,73,60,56,65,65,72,62,77,38,70,36,27
"Freshford, Kilkenny Division",4,4,9,6,8,8,9,10,12,5,16,10,12,10,8
"Kilkenny, Kilkenny Division",519,493,666,785,671,609,664,766,745,622,677,821,696,637,638
"Urlingford, Kilkenny Division",21,29,37,43,57,34,31,65,47,36,34,27,35,22,19
"Ballyhale, Kilkenny Division",13,9,17,17,13,23,26,26,22,10,16,10,2,6,10
"Bennettsbridge, Kilkenny Division",7,9,12,18,20,15,19,15,15,16,14,11,13,6,9
"Glenmore, Kilkenny Division",3,5,7,5,12,9,22,28,9,13,17,19,10,15,17
"Goresbridge, Kilkenny Division",8,14,9,7,30,27,56,54,37,38,29,25,19,25,28
"Graiguenamanagh, Kilkenny Division",30,14,19,11,22,35,38,23,42,35,29,23,35,13,9
"Kilmacow, Kilkenny Division",3,5,6,5,8,11,8,20,11,12,13,9,10,7,7
"Kilmoganny, Kilkenny Division",2,2,3,4,12,6,5,5,6,5,11,9,5,8,4
"Mooncoin, Kilkenny Division",11,15,3,11,15,8,21,23,24,23,17,19,13,5,9
"Mullinavat, Kilkenny Division",11,15,9,10,15,11,18,30,16,12,18,10,6,8,10
"Piltown, Kilkenny Division",5,10,5,6,24,18,21,21,19,27,25,17,13,6,10
"Stoneyford, Kilkenny Division",5,17,3,10,10,13,8,15,12,9,15,2,8,4,3
"Thomastown, Kilkenny Division",21,24,32,28,51,51,51,44,26,41,23,37,39,13,24
"Aglish, Waterford Division",5,7,1,7,5,6,11,5,10,8,5,4,5,7,5
"An Rinn, Waterford Division",5,8,9,12,7,11,8,6,4,3,5,3,6,3,2
"Ardmore, Waterford Division",6,15,20,20,10,11,17,11,11,11,12,15,7,8,9
"Ballymacarberry, Waterford Division",2,7,3,10,13,15,16,11,20,22,30,2,9,15,6
"Cappoquin, Waterford Division",18,12,17,13,10,18,18,21,23,18,14,18,21,20,15
"Dungarvan, Waterford Division",234,253,207,249,272,228,199,217,196,164,202,185,216,201,181
"Lismore, Waterford Division",26,22,18,14,23,14,10,15,13,18,17,19,15,11,14
"Tallow, Waterford Division",10,7,10,4,12,14,12,8,11,9,8,8,8,5,11
"Kill, Co Waterford, Waterford Division",14,11,13,12,9,34,23,23,24,6,11,10,10,9,6
"Kilmacthomas, Waterford Division",8,16,17,24,25,21,20,22,21,25,32,19,18,22,23
"Kilmeaden, Waterford Division",12,11,18,18,24,26,13,24,14,25,13,19,13,16,10
"Leamybrien, Waterford Division",15,23,20,18,17,31,21,15,17,43,22,14,19,11,17
"Portlaw, Waterford Division",10,8,9,8,13,11,17,25,20,31,22,10,25,9,17
"Rathgormack, Co Waterford, Waterford Division",1,5,6,6,8,8,7,17,14,12,15,12,12,6,5
"Tramore, Waterford Division",155,141,137,113,128,138,132,138,149,127,110,104,107,91,112
"Dunmore East, Waterford Division",17,8,25,30,26,30,36,43,28,24,30,17,48,20,16
"Ferrybank, Waterford Division",34,37,34,35,79,74,78,56,64,79,54,73,61,45,37
"Passage East, Waterford Division",5,7,10,11,12,33,20,33,14,17,11,13,13,3,10
"Waterford, Waterford Division",1326,1253,1244,1479,1405,1581,1448,1397,1297,1461,1326,1326,1240,1104,1184
"Donnybrook, D.M.R. South Central Division",908,863,717,656,712,603,676,708,696,773,753,809,758,660,586
"Irishtown, D.M.R. South Central Division",592,600,567,530,443,474,496,561,713,761,659,565,578,603,686
"Pearse Street, D.M.R. South Central Division",5303,4443,4184,3779,3994,3936,3623,3695,4574,5747,6508,5961,5626,4820,5377
"Kevin Street, D.M.R. South Central Division",1224,965,849,959,1015,945,876,1015,977,1090,1276,1148,1039,1114,1309
"Kilmainham, D.M.R. South Central Division",755,866,759,767,673,799,763,795,938,780,787,909,730,656,699
"Bridewell Dublin, D.M.R. North Central Division",997,1112,965,947,983,919,754,727,707,729,788,891,758,596,778
"Fitzgibbon Street, D.M.R. North Central Division",1037,976,860,796,723,839,760,880,1028,867,850,864,935,883,751
"Mountjoy, D.M.R. North Central Division",1067,1005,818,767,694,691,729,849,906,908,996,891,854,865,891
"Store Street, D.M.R. North Central Division",5274,4573,4397,3992,4363,4745,4210,4947,4642,4425,4993,5004,5998,5480,5284
"Balbriggan, D.M.R. Northern Division",132,147,266,232,278,369,373,508,506,469,495,542,445,302,416
"Garristown, D.M.R. Northern Division",18,30,16,25,23,33,41,52,45,31,32,32,27,20,16
"Lusk, D.M.R. Northern Division",110,95,139,139,164,188,202,224,353,387,319,410,355,288,404
"Skerries, D.M.R. Northern Division",76,80,82,86,119,85,122,133,145,97,121,108,119,118,58
"Ballymun, D.M.R. Northern Division",336,429,461,526,650,572,622,545,513,591,699,647,555,560,620
"Dublin Airport, D.M.R. Northern Division",283,259,236,190,181,190,170,154,140,161,169,148,166,177,237
"Santry, D.M.R. Northern Division",892,966,790,679,935,900,932,941,994,1004,1053,960,1041,865,1051
"Coolock, D.M.R. Northern Division",983,904,823,893,848,883,856,927,928,902,1048,844,860,729,910
"Malahide, D.M.R. Northern Division",440,425,439,468,435,403,470,359,507,403,431,318,347,247,315
"Swords, D.M.R. Northern Division",760,803,730,695,814,821,1034,956,970,881,902,912,1018,727,882
"Clontarf, D.M.R. Northern Division",766,822,702,677,672,655,582,728,847,764,758,669,642,591,660
"Howth, D.M.R. Northern Division",351,336,312,331,279,268,309,332,350,338,371,274,305,237,280
"Raheny, D.M.R. Northern Division",389,395,280,286,315,298,452,372,339,334,334,317,304,235,264
"Crumlin, D.M.R. Southern Division",537,627,603,561,436,402,373,441,493,489,469,484,453,451,446
"Sundrive Road, D.M.R. Southern Division",597,618,656,479,466,405,392,444,338,379,363,381,387,385,296
"Rathfarnham, D.M.R. Southern Division",883,1107,1010,747,717,756,725,807,780,735,811,874,1103,729,728
"Tallaght, D.M.R. Southern Division",1803,2500,2281,2276,2207,2120,1968,1624,1337,1213,1329,1633,1604,1599,1593
"Rathmines, D.M.R. Southern Division",828,844,698,746,721,522,698,703,768,742,754,768,748,652,639
"Terenure, D.M.R. Southern Division",479,471,570,448,375,363,395,390,415,510,492,513,530,437,443
"Blackrock, Co Dublin, D.M.R. Eastern Division",633,641,560,546,466,395,428,549,593,653,580,619,690,516,527
"Dundrum, D.M.R. Eastern Division",745,833,951,1024,1122,1002,1217,1174,1304,1425,1392,1384,1497,1505,1513
"Cabinteely, D.M.R. Eastern Division",407,391,344,374,342,357,350,313,390,433,389,513,512,355,388
"Dun Laoghaire, D.M.R. Eastern Division",1071,867,766,788,666,759,900,971,968,848,808,816,753,683,790
"Shankill, D.M.R. Eastern Division",264,335,422,425,318,336,332,326,296,276,289,355,400,257,321
"Blanchardstown, D.M.R. Western Division",1656,2048,2127,1981,2016,2363,2646,2656,2223,2434,2282,2344,1867,1657,1940
"Cabra, D.M.R. Western Division",458,489,341,327,494,487,562,563,475,631,596,570,499,401,534
"Finglas, D.M.R. Western Division",706,823,845,907,1079,1242,1022,1053,900,907,990,987,933,825,904
"Ballyfermot, D.M.R. Western Division",663,538,575,566,542,507,466,500,608,602,586,706,562,498,501
"Clondalkin, D.M.R. Western Division",846,897,807,879,931,899,1045,943,955,1036,1050,1122,958,850,796
"Rathcoole, D.M.R. Western Division",236,296,300,249,244,232,269,231,261,298,298,361,280,280,322
"Lucan, D.M.R. Western Division",798,698,676,568,511,640,578,573,752,781,819,654,636,555,613
"Ronanstown, D.M.R. Western Division",938,914,922,978,1043,1035,932,955,1014,837,842,889,772,788,974
